"","PHYLLO09","PHYLLO10","PHYLLO11","PHYLLO12","PHYLLO13","PHYLLO14","PHYLLO15","PHYLLO16","PHYLLO21","PHYLLO22","PHYLLO23","PHYLLO24","PHYLLO25","PHYLLO26","PHYLLO27","PHYLLO28","PHYLLO29"
"phosphoribosylformylglycinamidine.cyclo.ligase..TIGR00878."," 2"," 1"," 0"," 1","21"," 0","10"," 9","14"," 4","58"," 6","26","26","19","30"," 1"
"MFS.transporter..sugar.porter..SP..family..TIGR00879.","  0","  0","  0"," 15"," 87"," 44"," 19"," 38"," 60"," 30","137"," 12","108"," 35"," 42"," 43","  3"
"multidrug.resistance.protein..TIGR00880.","0","0","0","0","0","0","0","1","0","0","3","1","2","0","7","1","0"
"phosphoglycerate.transporter.family.protein..TIGR00881."," 0"," 0"," 0"," 0","11","12"," 3"," 1"," 8"," 0","21","12","24"," 4","29"," 3"," 0"
"oligosaccharide.H..symporter..TIGR00882."," 0"," 0"," 0"," 0"," 3"," 3"," 5"," 0"," 6"," 3"," 5"," 3"," 4"," 0","22"," 0"," 0"
"MFS.transporter..metabolite.H..symporter..MHS..family.protein..TIGR00883.","  1","  6","  0","  5"," 28"," 18"," 16"," 15"," 27"," 11","102"," 23"," 58"," 25"," 33"," 21","  1"
"GMP.synthase..glutamine.hydrolyzing...C.terminal.domain..TIGR00884."," 0"," 0"," 0"," 0","19"," 0"," 0"," 1"," 4","14","95"," 2","43","52","46","55"," 0"
"L.fucose.H..symporter.permease..TIGR00885."," 0"," 0"," 0"," 0"," 0"," 0"," 5"," 0"," 2"," 0","19"," 0"," 6"," 5"," 0"," 9"," 0"
"nitrite.transporter..TIGR00886."," 0","31"," 0"," 3"," 2"," 3"," 0"," 3"," 2"," 2","18"," 5","16"," 9","11"," 7"," 2"
"phosphate.H..symporter..TIGR00887.","1","0","0","0","2","0","0","1","2","0","2","0","0","1","0","0","1"
"GMP.synthase..glutamine.hydrolyzing...N.terminal.domain..TIGR00888."," 0"," 0"," 0"," 0","19"," 0"," 0"," 0","10","11","85"," 5","41","50","40","56"," 1"
"nucleoside.transporter..TIGR00889."," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 7"," 0"," 0","15"," 0"," 1"," 4","11"," 5"," 0"
"oxalate.formate.antiporter.family.transporter..TIGR00890.","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0"
"MFS.transporter..sialate.H..symporter..SHS..family..TIGR00891.","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","0","0"
"D.galactonate.transporter..TIGR00893."," 0"," 1"," 0"," 0","18"," 5"," 8"," 5","10"," 0","19","13","39"," 3","24"," 3"," 5"
"MFS.transporter..aromatic.acid.H..symporter..AAHS..family..TIGR00895."," 0"," 0"," 0"," 0","20"," 0","13","11","13"," 9","38"," 5","11"," 4"," 2"," 0"," 0"
"cyanate.transporter..TIGR00896.","1","0","0","0","0","0","0","0","1","0","0","0","3","1","4","0","0"
"polyol.permease..TIGR00897.","0","0","0","0","0","5","0","0","0","0","1","0","0","0","1","0","0"
"sugar.efflux.transporter..TIGR00899.","1","0","0","0","4","6","0","0","1","0","5","4","9","1","9","1","0"
"H..Antiporter.protein..TIGR00900.","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","1","0"
"AmpG.like.permease..TIGR00901.","0","0","0","0","3","1","7","1","6","0","0","0","2","0","3","2","0"
"cell.shape.determining.protein..MreB.Mrl.family..TIGR00904."," 0"," 0"," 0"," 0","12"," 9"," 4"," 6","14"," 4","57"," 6","32","19","26","42"," 2"
"transporter..basic.amino.acid.polyamine.antiporter..APA..family..TIGR00905.","0","0","0","0","0","2","2","1","0","0","2","2","8","0","5","1","0"
"amino.acid.permease..TIGR00907.","0","0","1","2","1","0","0","0","0","2","1","0","1","0","0","0","0"
"ethanolamine.permease..TIGR00908."," 0"," 0"," 0"," 1"," 8"," 6","10"," 8"," 5"," 2","17"," 6","18"," 3"," 1"," 3"," 1"
"amino.acid.transporter..TIGR00909.","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1"
"glutamate.gamma.aminobutyrate.antiporter..TIGR00910.","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","4","0"
"spore.germination.protein..amino.acid.permease...TIGR00912.","0","0","0","0","5","0","0","1","0","0","0","0","1","2","0","0","0"
"amino.acid.permease..yeast...TIGR00913.","1","0","0","0","5","2","0","1","2","0","7","0","0","0","3","0","1"
"heavy.metal.efflux.pump..CzcA.family..TIGR00914.","  0","  4","  0","  0"," 45","  0","  0","  4"," 36"," 10","204"," 15"," 62","126"," 18","117","  0"
"RND.transporter..hydrophobe.amphiphile.efflux.1..HAE1..family..TIGR00915.","  0","  2","  0","  0"," 81"," 18"," 12"," 63"," 49","  1","479"," 66","255","186"," 88","224","  0"
"protein.export.membrane.protein..SecD.SecF.family..TIGR00916.","  0","  0","  0","  2"," 53"," 19"," 23"," 26"," 36"," 18","150"," 24","105"," 74"," 57","111","  5"
"Niemann.Pick.C.type.protein.family..TIGR00917.","0","0","0","1","4","1","0","0","1","0","7","0","6","3","1","0","0"
"transcription.termination.antitermination.factor.NusG..TIGR00922."," 0"," 0"," 0"," 0"," 3"," 2"," 0"," 6"," 6"," 6","46"," 0","21"," 1"," 3","17"," 1"
"amino.acid.peptide.transporter..Peptide.H..symporter...TIGR00924."," 0"," 4"," 0"," 0"," 3","10","10"," 5","11"," 0","66","11","34","32","21","23"," 0"
"adenylosuccinate.lyase..TIGR00928."," 0"," 0"," 0"," 0","16"," 1"," 6","10","19","14","60"," 6","37","32","18","56"," 0"
"type.IV.secretion.conjugal.transfer.ATPase..VirB4.family..TIGR00929."," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 4"," 0"," 0"," 0"," 0","19"," 0"
"Na..H..antiporter.NhaC..TIGR00931.","0","0","0","0","0","0","5","0","1","0","1","0","1","2","1","1","0"
"transporter..monovalent.cation.proton.antiporter.2..CPA2..family..TIGR00932."," 0"," 3"," 0"," 2","22","17","12","10","14","11","82","15","48","39","26","22"," 0"
"potassium.uptake.protein..TrkH.family..TIGR00933."," 0"," 0"," 0"," 2"," 6"," 9"," 2"," 1"," 3","11","12"," 4","13"," 5"," 3"," 4"," 1"
"potassium.uptake.protein..Trk.family..TIGR00934.","0","0","0","0","0","0","0","0","0","0","5","0","1","0","0","3","0"
"arsenite.antimonite.efflux.pump.membrane.protein..TIGR00935."," 0"," 0"," 0"," 0"," 3"," 1"," 2"," 0"," 0"," 0","13"," 0"," 7"," 4","10"," 7"," 0"
"adenosylhomocysteinase..TIGR00936.","  0","  0","  0","  0"," 32","  0"," 16"," 21"," 15"," 11"," 75","  1"," 42"," 53"," 43","101","  8"
"chromate.efflux.transporter..TIGR00937."," 0"," 0"," 0"," 0","10"," 0"," 3"," 4"," 3"," 8","19"," 0","12"," 4"," 7"," 6"," 0"
"homoserine.kinase..TIGR00938.","0","1","0","1","3","0","1","0","0","0","9","2","5","4","7","9","0"
"monovalent.cation.proton.antiporter..TIGR00940.","0","0","0","0","0","0","1","0","0","0","2","0","6","1","4","3","1"
"twin.arginine.targeting.protein.translocase.TatC..TIGR00945."," 0"," 0"," 0"," 0","10"," 2","10"," 4"," 7"," 4","40"," 4","37","25","14","29"," 0"
"auxin.efflux.carrier..TIGR00946.","0","0","0","0","0","1","0","0","1","2","2","3","5","0","3","0","0"
"L.lysine.exporter..TIGR00948.","0","0","0","0","0","1","0","0","0","0","2","2","1","1","2","0","0"
"homoserine.Threonine.efflux.protein..TIGR00949.","0","0","0","0","0","0","3","0","0","1","0","1","4","1","6","0","0"
"carboxylate.amino.acid.amine.transporter..TIGR00950."," 2"," 0"," 0"," 0"," 1"," 2"," 1"," 0"," 0"," 1"," 1"," 0"," 7"," 6","18"," 0"," 0"
"lysosomal.Cystine.Transporter..TIGR00951.","0","0","0","1","0","3","0","0","2","0","1","0","0","0","0","0","0"
"ribosomal.protein.S15..TIGR00952."," 1"," 0"," 0"," 0"," 1"," 7"," 1"," 1"," 8"," 0","16"," 2"," 6"," 4"," 2","10"," 1"
"peroxysomal.long.chain.fatty.acyl.transporter..TIGR00954.","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"pigment.precursor.permease..TIGR00955.","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"pleiotropic.drug.resistance.family.protein..TIGR00956.","0","0","0","0","4","0","3","2","7","1","3","0","5","0","1","0","0"
"multi.drug.resistance.associated.protein..MRP...TIGR00957.","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0"
"signal.recognition.particle.protein..TIGR00959."," 0"," 0"," 0"," 0","17"," 0","13"," 2"," 7","12","59"," 2","40","30","30","40"," 1"
"ATP.synthase.F1..alpha.subunit..TIGR00962.","  0","  0","  0","  0"," 32","  7"," 12"," 31"," 21"," 17","119","  9"," 94"," 82"," 40","101","  0"
"preprotein.translocase..SecA.subunit..TIGR00963.","  0","  0","  0","  0"," 36"," 19"," 19"," 37"," 43"," 26","182","  8","131","118"," 80","137","  0"
"preprotein.translocase..SecE.subunit..TIGR00964."," 0"," 0"," 0"," 0"," 3"," 0"," 1"," 2"," 1"," 0","13"," 0"," 3"," 3"," 1"," 4"," 0"
"X2.3.4.5.tetrahydropyridine.2.6.dicarboxylate.N.succinyltransferase..TIGR00965."," 0"," 0"," 0"," 0"," 4"," 8"," 2"," 4"," 0"," 6","12"," 1"," 6"," 3"," 9","14"," 0"
"protein.export.membrane.protein.SecF..TIGR00966."," 0"," 0"," 0"," 0","23"," 1"," 6"," 9","14"," 0","68"," 0","46","39","18","49"," 0"
"preprotein.translocase..SecY.subunit..TIGR00967.","  0"," 24","  0","  1"," 21","  5","  9"," 21"," 24","  5","106"," 11"," 67"," 58"," 32"," 73","  0"
"sulfate.ABC.transporter..ATP.binding.protein..TIGR00968."," 0"," 2"," 0"," 2"," 7"," 0"," 4"," 2"," 0"," 4","24"," 7","26","10"," 6","17"," 0"
"sulfate.ABC.transporter..permease.protein..TIGR00969."," 0"," 0"," 0"," 0","14"," 6"," 5"," 5","12"," 4","48"," 6","27","11"," 6","16"," 0"
"X2.isopropylmalate.synthase..TIGR00970."," 0"," 0"," 0"," 1","21"," 0","13","19","11"," 0","52"," 8","48","38","22","63"," 0"
"sulfate.ABC.transporter..sulfate.binding.protein..TIGR00971."," 0"," 0"," 0"," 0","24","11"," 8"," 2","12","18","75","15","36","17","10","35"," 1"
"phosphate.ABC.transporter..ATP.binding.protein..TIGR00972."," 0"," 9"," 0"," 0","17"," 0"," 9"," 1","10"," 8","56"," 3","60","22","30","62"," 0"
"X2.isopropylmalate.synthase..TIGR00973."," 0"," 0"," 0"," 0"," 6"," 5"," 0"," 0"," 0","12","18"," 0","12"," 4","25","12"," 0"
"phosphate.ABC.transporter..permease.protein.PstA..TIGR00974."," 1"," 0"," 0"," 0","21"," 6"," 9","16","17"," 2","57"," 4","31","24","18","32"," 1"
"phosphate.ABC.transporter..phosphate.binding.protein.PstS..TIGR00975."," 3"," 0"," 0"," 0"," 0"," 0"," 1"," 3"," 2"," 0","31"," 3","21","18","10","31"," 1"
"hydrolase.CocE.NonD.family.protein..TIGR00976."," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 6"," 7"," 0","36"," 0","23","29","21","42"," 0"
"X2.isopropylmalate.synthase.homocitrate.synthase.family.protein..TIGR00977."," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 4"," 0"," 1","12","11","10"," 0"
"aspartate.semialdehyde.dehydrogenase..TIGR00978.","1","0","0","2","3","0","2","2","1","0","3","0","2","1","0","3","0"
"fumarate.hydratase..class.II..TIGR00979."," 0"," 0"," 0"," 0","14"," 2"," 2","14","19"," 1","43"," 2","23","31"," 8","25"," 0"
"ribosomal.protein.S12..TIGR00981."," 0"," 0"," 0"," 0"," 7"," 0"," 1"," 0"," 4"," 3"," 9"," 0","13"," 9","13","11"," 0"
"ribosomal.protein.S23..S12...TIGR00982.","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0"
"mitochondrial.import.inner.membrane.translocase.subunit..TIGR00983.","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"integration.host.factor..alpha.subunit..TIGR00987.","0","0","0","0","0","0","0","0","0","1","5","1","0","2","0","1","0"
"integration.host.factor..beta.subunit..TIGR00988.","0","0","0","0","0","0","0","0","0","1","4","0","4","0","1","0","0"
"mitochondrial.precursor.proteins.import.receptor..TIGR00990.","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","0"
"virulence.factor.Mce.family.protein..TIGR00996.","0","0","0","0","6","0","0","0","0","0","6","0","2","2","0","8","0"
"intracellular.septation.protein.A..TIGR00997."," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0","11"," 3"," 4"," 0"," 0"," 7"," 0"
"efflux.pump.membrane.protein..TIGR00998.","0","0","0","2","0","5","0","0","1","0","1","0","0","0","4","1","0"
"homoserine.O.succinyltransferase..TIGR01001."," 0"," 0"," 0"," 0"," 2","10"," 0"," 1"," 0"," 0"," 5"," 2"," 2"," 1"," 2"," 0"," 0"
"phosphocarrier..HPr.family..TIGR01003."," 0"," 3"," 0"," 5","13"," 9"," 6"," 6"," 4"," 8","43"," 5","40","19","14","24"," 1"
"exopolysaccharide.transport.protein.family..TIGR01005.","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"capsular.exopolysaccharide.family..TIGR01007.","  0","  5","  0","  1"," 28"," 23"," 18"," 10"," 12","  3","103"," 18"," 70"," 59"," 26"," 37","  4"
"ribosomal.protein.S3..TIGR01008.","0","0","0","0","0","2","0","0","0","5","1","0","1","2","1","2","0"
"ribosomal.protein.S3..TIGR01009."," 0"," 0"," 0"," 0"," 9"," 0"," 4"," 4","10","18","43"," 4","29","33","15","34"," 4"
"ribosomal.protein.S2..TIGR01011."," 0"," 0"," 0"," 0"," 6"," 1"," 7"," 4"," 5"," 6","33"," 7","24","26","24","42"," 0"
"ribosomal.protein.S2..TIGR01012.","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0"
"sodium.dependent.inorganic.phosphate..Pi..transporter..TIGR01013."," 1"," 1"," 0"," 2"," 3"," 2"," 5"," 2"," 9"," 1","15"," 2"," 6"," 0"," 8"," 7"," 0"
"homogentisate.1.2.dioxygenase..TIGR01015."," 0"," 0"," 0"," 0"," 8"," 0"," 0"," 0"," 8"," 0","12"," 1"," 4"," 0"," 0","14"," 0"
"succinate.CoA.ligase..beta.subunit..TIGR01016."," 0"," 0"," 0"," 0"," 8"," 0","10","17","17","16","77"," 0","35","36","18","61"," 4"
"ribosomal.protein.S4..TIGR01017."," 0"," 0"," 0"," 0"," 2"," 0"," 8"," 0"," 1"," 0","19"," 0","20","17","25","20"," 1"
"ribosomal.protein.S4..TIGR01018.","0","0","0","0","0","0","0","0","0","1","1","0","0","0","3","0","0"
"succinate.CoA.ligase..alpha.subunit..TIGR01019."," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 8"," 0"," 5","35"," 2","29","26","21","32"," 0"
"ribosomal.protein.S5..TIGR01020.","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"ribosomal.protein.S5..TIGR01021."," 0"," 1"," 0"," 0","13"," 3"," 0"," 8"," 3"," 4","29"," 2","19","13"," 7","16"," 0"
"ribosomal.protein.L33..TIGR01023.","0","0","0","0","1","0","0","1","0","0","0","0","2","1","0","0","0"
"ribosomal.protein.L19..TIGR01024."," 0"," 0"," 0"," 0"," 4"," 0"," 2"," 1"," 1"," 2","17"," 1"," 4"," 9"," 8","18"," 0"
"ribosomal.protein.S19..TIGR01025.","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"ATPase..FliI.YscN.family..TIGR01026."," 0"," 0"," 0"," 0"," 4"," 2"," 0"," 0"," 9"," 6","39","14","21","18","10","42"," 0"
"glutamate.5.kinase..TIGR01027."," 0"," 0"," 0"," 0","15"," 6"," 8"," 1"," 2"," 3","34"," 9","41","16","17","19"," 0"
"ribosomal.protein.S7..TIGR01028.","0","0","0","0","0","0","0","0","0","4","1","0","0","0","3","6","0"
"ribosomal.protein.S7..TIGR01029."," 0"," 0"," 0"," 0"," 3"," 0"," 3"," 3"," 3"," 6","24"," 2","16","11"," 9","26"," 0"
"ribosomal.protein.L34..TIGR01030.","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"ribosomal.protein.L32..TIGR01031.","0","0","0","0","0","0","1","0","0","1","2","0","4","0","0","1","0"
"ribosomal.protein.L20..TIGR01032."," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 7"," 0"," 0","16"," 0","14","12"," 4","12"," 0"
"DNA.binding.regulatory.protein..YebC.PmpR.family..TIGR01033."," 0"," 0"," 0"," 0"," 9"," 5"," 7","10"," 5"," 5","45","10","27","24","33","15"," 0"
"methionine.adenosyltransferase..TIGR01034."," 0"," 0"," 0"," 0"," 2"," 0"," 3"," 6","13"," 7","80"," 6","30","54","35","45"," 0"
"glutamyl.tRNA.reductase..TIGR01035."," 1"," 0"," 0"," 1","19"," 4","12"," 4","12","12","46"," 2","41","15","12","26"," 0"
"dihydroorotate.dehydrogenase..fumarate...TIGR01036."," 0"," 0"," 0"," 0"," 3"," 7"," 1"," 2"," 3"," 3","28"," 6","22"," 6"," 4"," 6"," 0"
"dihydroorotate.dehydrogenase.family.protein..TIGR01037."," 0"," 0"," 0"," 0"," 3"," 0"," 2"," 9"," 0"," 1","14"," 3"," 7","17","11","12"," 0"
"ribosomal.protein.L22..TIGR01038.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ATP.synthase.F1..beta.subunit..TIGR01039."," 0"," 0"," 0"," 3","38","15","15","30","22","25","87","10","57","44","63","86"," 3"
"V.type.ATPase..B.subunit..TIGR01040.","0","0","0","0","3","0","1","0","1","0","0","0","0","1","0","0","0"
"ATP.synthase.archaeal..B.subunit..TIGR01041.","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"V.type.ATPase..A.subunit..TIGR01042.","1","0","2","0","5","1","0","3","4","1","3","0","2","2","0","1","0"
"ATP.synthase.archaeal..A.subunit..TIGR01043.","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"ribosomal.protein.L22..TIGR01044."," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 1"," 1"," 1","18"," 5"," 9"," 9"," 3"," 8"," 0"
"carboxynorspermidine.decarboxylase..TIGR01047.","0","0","0","0","4","0","2","0","1","0","1","0","0","3","0","3","1"
"diaminopimelate.decarboxylase..TIGR01048."," 3"," 7"," 0"," 3","15"," 4"," 6","14","10"," 7","63","11","31","40","20","50"," 5"
"ribosomal.protein.S10..TIGR01049."," 0"," 0"," 0"," 0"," 6"," 2"," 1"," 0"," 3"," 4","24"," 0"," 7"," 3"," 4","11"," 0"
"ribosomal.protein.S19..TIGR01050."," 0"," 0"," 0"," 0"," 0"," 0"," 3"," 5"," 0"," 0","11"," 2","11"," 9"," 5"," 6"," 0"
"DNA.topoisomerase.I..TIGR01051.","  0","  1","  0","  0"," 32","  3"," 41"," 42"," 19"," 24","102"," 22"," 93"," 55"," 48"," 69"," 13"
"DNA.topoisomerase.IV..B.subunit..TIGR01055."," 0"," 0"," 0"," 5","12"," 2"," 4"," 5","25"," 8","35"," 9","41","15","18","25"," 0"
"DNA.topoisomerase.III..TIGR01056."," 0"," 0"," 0"," 0"," 3"," 0"," 2"," 0"," 1"," 0","69"," 5","34","22"," 8","61"," 0"
"DNA.topoisomerase.I..TIGR01057.","1","0","0","0","0","0","0","0","0","0","0","0","1","3","8","5","0"
"DNA.topoisomerase.IV..B.subunit..TIGR01058.","2","1","0","0","1","0","4","0","0","0","3","2","2","6","2","0","0"
"DNA.gyrase..B.subunit..TIGR01059.","  0","  0","  0","  0"," 23","  2"," 21"," 31"," 18"," 12","146","  8"," 69"," 90"," 45","101","  0"
"phosphopyruvate.hydratase..TIGR01060."," 0"," 0"," 0"," 0","21"," 0"," 0","13","18"," 4","88"," 0","39","52","21","65"," 0"
"DNA.topoisomerase.IV..A.subunit..TIGR01061.","1","0","0","0","0","0","6","2","0","0","5","0","5","1","4","7","0"
"DNA.gyrase..A.subunit..TIGR01063.","  0","  0","  0","  0"," 44","  1"," 13"," 45"," 30"," 25","139"," 28"," 90","116"," 92","121","  5"
"pyruvate.kinase..TIGR01064."," 0"," 0"," 0"," 0","17","16"," 6","23","14","18","85","16","60","50","36","66"," 2"
"channel.protein..hemolysin.III.family..TIGR01065.","1","2","0","0","5","7","1","5","0","1","7","0","8","2","1","3","0"
"ribosomal.protein.L13..TIGR01066."," 0"," 0"," 0"," 0"," 8"," 5"," 6"," 3"," 4"," 0","36"," 4","13","24","14","15"," 7"
"ribosomal.protein.L14..TIGR01067."," 0"," 0"," 0"," 0"," 4"," 0"," 0"," 2"," 6"," 3","25"," 0","10","14"," 9","10"," 0"
"thioredoxin..TIGR01068."," 0"," 0"," 0"," 3"," 6"," 1"," 3"," 5"," 5"," 2","49"," 2","16","23","14","28"," 0"
"MutS2.family.protein..TIGR01069.","0","0","0","0","4","0","0","2","2","0","8","0","2","1","2","5","0"
"DNA.mismatch.repair.protein.MutS..TIGR01070."," 0"," 0"," 0"," 0","17"," 1","12","19"," 7","18","77"," 2","52","51","28","44"," 0"
"ribosomal.protein.L15..TIGR01071."," 0"," 0"," 0"," 0"," 1"," 0"," 0","10"," 0"," 1"," 8"," 0"," 4"," 6"," 0","22"," 0"
"UDP.N.acetylglucosamine.1.carboxyvinyltransferase..TIGR01072."," 0"," 0"," 0"," 0","25"," 4","15"," 9","13"," 7","82"," 0","37","36","29","31"," 0"
"ATP.dependent.DNA.helicase.PcrA..TIGR01073."," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 5"," 3"," 2"," 6"," 0"," 8","20","12","21"," 5"
"ATP.dependent.DNA.helicase.Rep..TIGR01074."," 0"," 0"," 0"," 0","17"," 0"," 1"," 0","12"," 7","30","11","41"," 0"," 3"," 0"," 0"
"DNA.helicase.II..TIGR01075."," 0"," 1"," 0"," 0"," 8"," 7"," 5"," 3"," 7"," 8","18","10","28"," 0","15"," 8"," 0"
"sortase..TIGR01076."," 0"," 0"," 0"," 0"," 4"," 0"," 0"," 6"," 2"," 0","12"," 0"," 6","14","10","14"," 2"
"ribosomal.protein.L13..TIGR01077.","0","0","0","0","1","0","0","1","2","0","3","0","2","0","1","0","0"
"arginine.deiminase..TIGR01078.","0","0","0","1","0","0","2","0","0","1","0","0","1","0","6","0","0"
"ribosomal.protein.L24..TIGR01079."," 0"," 1"," 0"," 0"," 6"," 0"," 3"," 4"," 2"," 3","14"," 2","15"," 8"," 5","11"," 0"
"ribosomal.protein.L24..TIGR01080.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"UDP.N.acetylmuramate.L.alanyl.gamma.D.glutamyl.meso.diaminopimelate.ligase..TIGR01081."," 0"," 0"," 0"," 0"," 9"," 4"," 7"," 2"," 0"," 9","41"," 3","29"," 0"," 6"," 1"," 0"
"UDP.N.acetylmuramate..L.alanine.ligase..TIGR01082."," 0"," 0"," 0"," 0","19"," 8"," 8"," 7","26","12","65"," 4","41","45","15","38"," 0"
"endonuclease.III..TIGR01083."," 0"," 0"," 0"," 0"," 2"," 1"," 1"," 0"," 4"," 2","15"," 1","15"," 9","13","24"," 0"
"A.G.specific.adenine.glycosylase..TIGR01084."," 0"," 1"," 0"," 0"," 5"," 0"," 9"," 5"," 4"," 3","22"," 0","16","20"," 5","19"," 1"
"UDP.N.acetylmuramyl.tripeptide.synthetase..TIGR01085."," 0"," 0"," 0"," 0"," 9"," 0","10","11","13"," 8","68","11","28","19","17","31"," 3"
"UDP.N.acetylmuramoylalanine..D.glutamate.ligase..TIGR01087."," 0"," 2"," 0"," 0","16"," 3"," 6"," 2"," 3"," 7","50"," 6","29","27","17","36"," 0"
"X3.dehydroquinate.dehydratase..type.II..TIGR01088."," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 4","24"," 0","11"," 4"," 2","13"," 0"
"L.fucose.isomerase..TIGR01089.","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","0"
"adenine.phosphoribosyltransferase..TIGR01090."," 0"," 0"," 0"," 0"," 4"," 1"," 1"," 3"," 2"," 0"," 9"," 2"," 4","13"," 5","22"," 1"
"uracil.phosphoribosyltransferase..TIGR01091."," 0"," 0"," 0"," 0"," 9"," 3"," 9"," 5"," 2"," 0","29"," 3","22"," 8","12","14"," 2"
"X3.dehydroquinate.dehydratase..type.I..TIGR01093."," 0"," 0"," 0"," 0","14"," 0"," 1"," 3"," 4"," 4","17"," 4","11"," 4"," 0"," 0"," 0"
"lysine.arginine.ornithine.binding.periplasmic.protein..TIGR01096."," 0"," 0"," 0"," 0","10"," 5"," 2"," 3"," 9"," 5","19","14","13"," 0","13"," 0"," 0"
"phosphonate.ABC.transporter..permease.protein.PhnE..TIGR01097.","0","0","0","0","2","4","1","0","3","0","6","0","1","1","1","5","0"
"phosphate.phosphite.phosphonate.ABC.transporter..periplasmic.binding.protein..TIGR01098."," 0"," 0"," 0"," 0"," 4"," 2"," 2"," 0"," 0"," 0","10"," 0"," 7"," 0"," 7"," 9"," 0"
"UTP..glucose.1.phosphate.uridylyltransferase..TIGR01099."," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 0"," 0","27"," 0","18","10"," 6"," 5"," 0"
"V.type.ATPase..C.subunit..TIGR01100.","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0"
"type.III.secretion.apparatus.protein..YscR.HrcR.family..TIGR01102.","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","2","0"
"flagellar.biosynthetic.protein.FliP..TIGR01103."," 1"," 0"," 0"," 1"," 3"," 6"," 2"," 1"," 3"," 3","38","10","15","26"," 5","25"," 0"
"V.type.H....translocating.pyrophosphatase..TIGR01104."," 0"," 0"," 0"," 0"," 5"," 0"," 0"," 0"," 0"," 0","38"," 0","17","28","12","21"," 1"
"regulatory.protein.GalF..TIGR01105.","0","0","0","0","0","0","0","0","0","1","0","1","1","0","3","0","0"
"oxaloacetate.decarboxylase.alpha.subunit..TIGR01108.","1","1","0","2","5","0","2","4","2","1","7","1","5","1","0","1","0"
"sodium.ion.translocating.decarboxylase..beta.subunit..TIGR01109.","0","0","0","0","0","0","0","0","0","0","4","0","1","1","1","0","2"
"malonate.decarboxylase..alpha.subunit..TIGR01110."," 1"," 1"," 0"," 4"," 3"," 4"," 2"," 2","14"," 2","20"," 3","23"," 5","12"," 5"," 2"
"photosynthetic.reaction.center.M.subunit..TIGR01115.","1","0","0","0","0","0","0","1","0","0","2","0","0","1","0","0","0"
"calcium.translocating.P.type.ATPase..SERCA.type..TIGR01116.","0","0","0","1","6","1","0","2","1","0","3","0","1","0","0","3","0"
"galactose.6.phosphate.isomerase..LacA.subunit..TIGR01118.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"galactose.6.phosphate.isomerase..LacB.subunit..TIGR01119.","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"ribose.5.phosphate.isomerase.B..TIGR01120.","0","0","0","0","1","1","0","1","1","0","4","1","2","6","0","5","0"
"D.amino.acid.transaminase..TIGR01121.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"branched.chain.amino.acid.aminotransferase..TIGR01122."," 0"," 0"," 0"," 0"," 0"," 1"," 9"," 1"," 4"," 9","45","11","15","43","20","32"," 0"
